scientific_name,common_name,url,categories,category_count,edibility_rating,medicinal_rating,source
Pinus serotina,Pond Pine,https://pfaf.org/user/Plant.aspx?LatinName=Pinus+serotina,Condiment,1,1,2,PFAF
Pinus strobiformis,Southwestern White Pine,https://pfaf.org/user/Plant.aspx?LatinName=Pinus+strobiformis,Condiment; Inner bark; Seed,3,2,2,PFAF
Pinus strobus,"White Pine, Eastern white pine",https://pfaf.org/user/Plant.aspx?LatinName=Pinus+strobus,Condiment; Drink; Flowers; Gum; Inner bark; Seed; Shoots; Tea,8,2,3,PFAF
Pinus sylvestris,"Scot's Pine, Scotch Pine",https://pfaf.org/user/Plant.aspx?LatinName=Pinus+sylvestris,Condiment; Inner bark,2,2,3,PFAF
Pinus tabuliformis,"Chinese Red Pine, Southern Chinese pine",https://pfaf.org/user/Plant.aspx?LatinName=Pinus+tabuliformis,Condiment,1,1,2,PFAF
Pinus taeda,Loblolly Pine,https://pfaf.org/user/Plant.aspx?LatinName=Pinus+taeda,Condiment,1,1,2,PFAF
Pinus teocote,Twisted Leaf Pine,https://pfaf.org/user/Plant.aspx?LatinName=Pinus+teocote,Condiment,1,1,2,PFAF
Pinus thunbergii,Japanese Black Pine,https://pfaf.org/user/Plant.aspx?LatinName=Pinus+thunbergii,Condiment; Inner bark,2,2,2,PFAF
Pinus torreyana,"Soledad Pine, Torrey pine, Santa Cruz Island Torrey pine, Soledad pine, Torrey pine",https://pfaf.org/user/Plant.aspx?LatinName=Pinus+torreyana,Condiment; Seed,2,3,2,PFAF
Pinus veitchii,,https://pfaf.org/user/Plant.aspx?LatinName=Pinus+veitchii,Condiment; Inner bark; Seed,3,3,2,PFAF
Pinus virginiana,"Scrub Pine, Virginia pine, Jersey Pine,",https://pfaf.org/user/Plant.aspx?LatinName=Pinus+virginiana,Condiment; Seed; Tea,3,2,2,PFAF
Pinus wallichiana,"Himalayan Blue Pine, Bhutan pine, Himalayan Pine",https://pfaf.org/user/Plant.aspx?LatinName=Pinus+wallichiana,Condiment; Manna; Seed,3,2,2,PFAF
Piper nigrum,Black Pepper,https://pfaf.org/user/Plant.aspx?LatinName=Piper+nigrum,Condiment; Oil,2,4,3,PFAF
Piper sarmentosum,"Betel Leaf, Wild Betel",https://pfaf.org/user/Plant.aspx?LatinName=Piper+sarmentosum,Condiment; Flowers; Tea,3,3,2,PFAF
Pistacia atlantica,"Betoum, Mt. Atlas mastic tree, Mount Atlas Mastic",https://pfaf.org/user/Plant.aspx?LatinName=Pistacia+atlantica,Fruit; Gum; Oil,3,2,1,PFAF
Pistacia atlantica cabulica,,https://pfaf.org/user/Plant.aspx?LatinName=Pistacia+atlantica+cabulica,Fruit,1,1,0,PFAF
Pistacia chinensis,"Chinese Pistache, Chinese Pistachio",https://pfaf.org/user/Plant.aspx?LatinName=Pistacia+chinensis,Seed; Shoots,2,2,1,PFAF
Pistacia chinensis integerrima,,https://pfaf.org/user/Plant.aspx?LatinName=Pistacia+chinensis+integerrima,Seed; Shoots,2,2,1,PFAF
Pistacia lentiscus,Mastic Tree - Pistachier Lentisque,https://pfaf.org/user/Plant.aspx?LatinName=Pistacia+lentiscus,Condiment; Gum; Oil,3,2,2,PFAF
Pistacia terebinthus,"Terebinth, Cyprus turpentine",https://pfaf.org/user/Plant.aspx?LatinName=Pistacia+terebinthus,Fruit; Gum; Oil; Seed,4,2,2,PFAF
Pistacia vera,"Pistachio, Pistachio Nut",https://pfaf.org/user/Plant.aspx?LatinName=Pistacia+vera,Fruit; Oil; Seed,3,3,2,PFAF
Pisum sativum,Garden Pea,https://pfaf.org/user/Plant.aspx?LatinName=Pisum+sativum,Seed; Shoots,2,4,2,PFAF
Pisum sativum arvense,Field Pea,https://pfaf.org/user/Plant.aspx?LatinName=Pisum+sativum+arvense,Seed,1,3,2,PFAF
Pisum sativum macrocarpon,Sugar Pea,https://pfaf.org/user/Plant.aspx?LatinName=Pisum+sativum+macrocarpon,Shoots,1,4,2,PFAF
Pithecellobium dulce,"Manila Tamarind, Madras Thorn",https://pfaf.org/user/Plant.aspx?LatinName=Pithecellobium+dulce,Drink; Gum; Oil; Seedpod,4,4,2,PFAF
Pittosporum balansae,,https://pfaf.org/user/Plant.aspx?LatinName=Pittosporum+balansae,Fruit,1,1,0,PFAF
Pittosporum eugenioides,Tarata,https://pfaf.org/user/Plant.aspx?LatinName=Pittosporum+eugenioides,Gum,1,1,1,PFAF
Pittosporum phillyreoides,"Weeping Pittosporum, Narrow-leaf Pittosporum",https://pfaf.org/user/Plant.aspx?LatinName=Pittosporum+phillyreoides,Gum; Seed,2,2,1,PFAF
Pittosporum tenuifolium,Tawhiwhi,https://pfaf.org/user/Plant.aspx?LatinName=Pittosporum+tenuifolium,Gum,1,2,0,PFAF
Plagiobothrys fulvus campestris,Fulvous Popcornflower,https://pfaf.org/user/Plant.aspx?LatinName=Plagiobothrys+fulvus+campestris,Shoots,1,2,0,PFAF
Plantago asiatica,Che Qian Zi,https://pfaf.org/user/Plant.aspx?LatinName=Plantago+asiatica,Seed,1,1,3,PFAF
Plantago lanceolata,"Ribwort Plantain, Narrowleaf plantain",https://pfaf.org/user/Plant.aspx?LatinName=Plantago+lanceolata,Seed,1,2,3,PFAF
Plantago major,"Common Plantain, Cart Track Plant,White Man's Foot ,Plantain",https://pfaf.org/user/Plant.aspx?LatinName=Plantago+major,Root; Seed; Tea,3,2,3,PFAF
Plantago maritima,"Sea Plantain, Goose tongue, California goose tongue",https://pfaf.org/user/Plant.aspx?LatinName=Plantago+maritima,Seed,1,3,2,PFAF
Plantago media,Hoary Plantain,https://pfaf.org/user/Plant.aspx?LatinName=Plantago+media,Flowers,1,2,2,PFAF
Plantago ovata,"Blond Psyllium, Desert Indianwheat",https://pfaf.org/user/Plant.aspx?LatinName=Plantago+ovata,Seed; Stabilizer,2,2,3,PFAF
Platanthera bifolia,Butterfly Orchid,https://pfaf.org/user/Plant.aspx?LatinName=Platanthera+bifolia,Root,1,2,1,PFAF
Platanthera dilatata,"White Bog-Orchid, Scentbottle, Sierra bog orchid",https://pfaf.org/user/Plant.aspx?LatinName=Platanthera+dilatata,Root,1,3,1,PFAF
Platanus occidentalis,"Buttonwood, American sycamore, American Planetree, Sycamore, American Sycamore",https://pfaf.org/user/Plant.aspx?LatinName=Platanus+occidentalis,Sap; Sweetener,2,1,2,PFAF
Platonia insignis,"Bakuri, Bacuri",https://pfaf.org/user/Plant.aspx?LatinName=Platonia+insignis,Oil,1,4,2,PFAF
Platycodon grandiflorus,Balloon Flower,https://pfaf.org/user/Plant.aspx?LatinName=Platycodon+grandiflorus,Condiment; Root,2,2,3,PFAF
Platycrater arguta,,https://pfaf.org/user/Plant.aspx?LatinName=Platycrater+arguta,Tea,1,1,0,PFAF
Plectranthus rotundifolius,"Chinese Potato, Hausa Potato",https://pfaf.org/user/Plant.aspx?LatinName=Plectranthus+rotundifolius,Condiment,1,3,2,PFAF
Pleioblastus gramineus,,https://pfaf.org/user/Plant.aspx?LatinName=Pleioblastus+gramineus,Shoots; Stem,2,2,0,PFAF
Pleioblastus hindsii,Hinds' cane-bamboo,https://pfaf.org/user/Plant.aspx?LatinName=Pleioblastus+hindsii,Shoots; Stem,2,3,0,PFAF
Pleioblastus intermedius,,https://pfaf.org/user/Plant.aspx?LatinName=Pleioblastus+intermedius,Shoots; Stem,2,0,0,PFAF
Pleioblastus maculatus,,https://pfaf.org/user/Plant.aspx?LatinName=Pleioblastus+maculatus,Shoots; Stem,2,0,0,PFAF
Pleioblastus simonii,"Medake, Simon bamboo",https://pfaf.org/user/Plant.aspx?LatinName=Pleioblastus+simonii,Shoots; Stem,2,3,0,PFAF
Pleurospermum camtschaticum,,https://pfaf.org/user/Plant.aspx?LatinName=Pleurospermum+camtschaticum,Root,1,1,0,PFAF
Plinia cauliflora,Jaboticaba,https://pfaf.org/user/Plant.aspx?LatinName=Plinia+cauliflora,Drink,1,4,0,PFAF
Plukenetia conophora,"Conophor. Nigerian walnut. Awusa nut,",https://pfaf.org/user/Plant.aspx?LatinName=Plukenetia+conophora,Oil; Shoots,2,4,2,PFAF
Plukenetia volubilis,Inca peanut,https://pfaf.org/user/Plant.aspx?LatinName=Plukenetia+volubilis,Oil,1,3,0,PFAF
Poa fendleriana,Mutton Grass,https://pfaf.org/user/Plant.aspx?LatinName=Poa+fendleriana,Seed,1,1,0,PFAF
Poa flabellata,Tussock grass,https://pfaf.org/user/Plant.aspx?LatinName=Poa+flabellata,Stem,1,1,0,PFAF
Poa pratensis,"Kentucky Blue Grass, Spreading bluegrass",https://pfaf.org/user/Plant.aspx?LatinName=Poa+pratensis,Seed,1,1,0,PFAF
Poa scabrella,Pine Bluegrass,https://pfaf.org/user/Plant.aspx?LatinName=Poa+scabrella,Seed,1,1,0,PFAF
Podocarpium oldhamii,,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpium+oldhamii,Seed; Seedpod; Tea,3,2,1,PFAF
Podocarpium podocarpum,,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpium+podocarpum,Seed,1,1,0,PFAF
Podocarpium podocarpum fallax,,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpium+podocarpum+fallax,Seed,1,1,1,PFAF
Podocarpium podocarpum japonicum,,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpium+podocarpum+japonicum,Seed,1,2,1,PFAF
Podocarpus alpinus,Tasmanian Podocarp,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpus+alpinus,Fruit,1,2,0,PFAF
Podocarpus elatus,Australian Plum,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpus+elatus,Fruit,1,2,0,PFAF
Podocarpus lawrencei,,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpus+lawrencei,Fruit,1,2,0,PFAF
Podocarpus macrophyllus,"Kusamaki, Yew plum pine, Buddhist Pine, Chinese Podocarpus, Chinese Yew Pine, Japanese Yew, Souther",https://pfaf.org/user/Plant.aspx?LatinName=Podocarpus+macrophyllus,Fruit,1,2,1,PFAF
Podocarpus nivalis,Alpine Totara,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpus+nivalis,Fruit,1,3,0,PFAF
Podocarpus nubigenus,Chilean Podocarp,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpus+nubigenus,Fruit,1,2,0,PFAF
Podocarpus salignus,Willowleaf Podocarp,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpus+salignus,Fruit,1,2,0,PFAF
Podocarpus totara,Totara,https://pfaf.org/user/Plant.aspx?LatinName=Podocarpus+totara,Fruit,1,3,0,PFAF
Podolepis jaceoides,Copperwire Daisy,https://pfaf.org/user/Plant.aspx?LatinName=Podolepis+jaceoides,Root,1,1,0,PFAF
Podophyllum aurantiocaule,,https://pfaf.org/user/Plant.aspx?LatinName=Podophyllum+aurantiocaule,Fruit,1,2,2,PFAF
Podophyllum hexandrum,Himalayan May Apple,https://pfaf.org/user/Plant.aspx?LatinName=Podophyllum+hexandrum,Fruit,1,2,4,PFAF
Podophyllum peltatum,"American Mandrake, Mayapple, Ground Lemon, Mandrake, Mayapple",https://pfaf.org/user/Plant.aspx?LatinName=Podophyllum+peltatum,Fruit,1,2,4,PFAF
Podophyllum pleianthum,,https://pfaf.org/user/Plant.aspx?LatinName=Podophyllum+pleianthum,Fruit,1,2,3,PFAF
Podophyllum versipelle,,https://pfaf.org/user/Plant.aspx?LatinName=Podophyllum+versipelle,Fruit,1,2,3,PFAF
Pogogyne douglasii parviflora,Mesamint,https://pfaf.org/user/Plant.aspx?LatinName=Pogogyne+douglasii+parviflora,Condiment; Seed; Tea,3,2,1,PFAF
Polianthes tuberosa,Tuberose,https://pfaf.org/user/Plant.aspx?LatinName=Polianthes+tuberosa,Flowers,1,1,0,PFAF
Polygala japonica,,https://pfaf.org/user/Plant.aspx?LatinName=Polygala+japonica,Root,1,1,2,PFAF
Polygala sibirica,Yuan Zhi,https://pfaf.org/user/Plant.aspx?LatinName=Polygala+sibirica,Root,1,1,3,PFAF
Polygala tenuifolia,Yuan Zhi,https://pfaf.org/user/Plant.aspx?LatinName=Polygala+tenuifolia,Root,1,1,3,PFAF
Polygala theezans,,https://pfaf.org/user/Plant.aspx?LatinName=Polygala+theezans,Tea,1,1,0,PFAF
Polygala vulgaris,"Milkwort, Common milkwort",https://pfaf.org/user/Plant.aspx?LatinName=Polygala+vulgaris,Tea,1,1,2,PFAF
Polygonatum biflorum,Small Solomon's Seal,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+biflorum,Root; Shoots,2,2,1,PFAF
Polygonatum cirrhifolium,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+cirrhifolium,Shoots,1,2,2,PFAF
Polygonatum commutatum,"King Solomon's Seal, Smooth Solomon's seal",https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+commutatum,Root; Shoots,2,2,1,PFAF
Polygonatum falcatum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+falcatum,Root; Shoots,2,2,1,PFAF
Polygonatum humile,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+humile,Root; Shoots,2,2,1,PFAF
Polygonatum inflatum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+inflatum,Root; Shoots,2,2,1,PFAF
Polygonatum involucratum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+involucratum,Root; Shoots,2,2,0,PFAF
Polygonatum lasianthum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+lasianthum,Root; Shoots,2,2,0,PFAF
Polygonatum macropodum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+macropodum,Root; Shoots,2,2,1,PFAF
Polygonatum maximowiczii,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+maximowiczii,Root; Shoots,2,2,0,PFAF
Polygonatum multiflorum,"Solomon's Seal, Eurasian Solomon's seal",https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+multiflorum,Root; Shoots,2,2,3,PFAF
Polygonatum odoratum,Solomon's Seal,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+odoratum,Root; Shoots,2,2,3,PFAF
Polygonatum odoratum thunbergii,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+odoratum+thunbergii,Root; Shoots,2,2,0,PFAF
Polygonatum pubescens,Hairy Solomon's Seal,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+pubescens,Root; Shoots,2,2,1,PFAF
Polygonatum sibiricum,Huang Jing,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+sibiricum,Root; Shoots,2,2,2,PFAF
Polygonatum stenanthum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+stenanthum,Root; Shoots,2,2,0,PFAF
Polygonatum verticillatum,Whorled Solomon's Seal,https://pfaf.org/user/Plant.aspx?LatinName=Polygonatum+verticillatum,Root; Shoots,2,2,0,PFAF
Polygonum alaskanum,Alaska Wild Rhubarb,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+alaskanum,Drink; Seed; Stem,3,2,1,PFAF
Polygonum alpinum,"Alpine Knotweed, Alaska wild rhubarb",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+alpinum,Drink; Seed; Stem,3,2,1,PFAF
Polygonum amphibium,"Willow Grass, Water knotweed, Longroot smartweed, Water smartweed",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+amphibium,Seed; Shoots,2,1,2,PFAF
Polygonum aviculare,"Knotweed, Prostrate knotweed",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+aviculare,Seed; Tea,2,2,3,PFAF
Polygonum barbatum,Joint Weed,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+barbatum,Shoots,1,1,1,PFAF
Polygonum bistorta,"Bistort, Meadow bistort, Snakeweed",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+bistorta,Root; Seed,2,3,3,PFAF
Polygonum bistortoides,American Bistort,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+bistortoides,Root; Seed,2,3,1,PFAF
Polygonum bungeanum,Bunge's smartweed,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+bungeanum,Seed,1,1,0,PFAF
Polygonum coccineum,Water Smartweed,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+coccineum,Seed; Shoots,2,1,0,PFAF
Polygonum convolvulus,Black Bindweed,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+convolvulus,Seed,1,1,0,PFAF
Polygonum divaricatum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+divaricatum,Root; Seed,2,1,0,PFAF
Polygonum douglasii,"Knotweed, Douglas' knotweed, Austin knotweed, Engelmann's knotweed, Johnston's knotweed, Large kno",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+douglasii,Seed,1,2,0,PFAF
Polygonum dumetorum,Climbing false buckwheat,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+dumetorum,Seed,1,1,1,PFAF
Polygonum equisetiforme,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+equisetiforme,Tea,1,1,0,PFAF
Polygonum fugax,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+fugax,Root; Seed,2,3,0,PFAF
Polygonum hydropiper,"Smartweed, Marshpepper knotweed",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+hydropiper,Condiment; Rutin; Seed,3,2,2,PFAF
Polygonum japonicum,"Japanese Knotweed, Mexican Bamboo, Japanese Knotweed",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+japonicum,Root; Seed; Shoots; Stem,4,3,3,PFAF
Polygonum lapathifolium,Curlytop Knotweed,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+lapathifolium,Seed,1,1,1,PFAF
Polygonum limosum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+limosum,Seed; Shoots,2,1,0,PFAF
Polygonum longisetum,Oriental lady's thumb,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+longisetum,Seed,1,1,0,PFAF
Polygonum maackianum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+maackianum,Seed,1,1,0,PFAF
Polygonum microcephalum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+microcephalum,Condiment; Seed; Shoots,3,1,0,PFAF
Polygonum minus,Pygmy smartweed,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+minus,Seed,1,1,0,PFAF
Polygonum molle,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+molle,Seed; Shoots,2,2,1,PFAF
Polygonum multiflorum,"He Shou Wu, Tuber fleeceflower",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+multiflorum,Flowers; Root; Seed,3,2,3,PFAF
Polygonum nepalense,Nepalese smartweed,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+nepalense,Seed,1,1,1,PFAF
Polygonum orientale,"Prince's Feather, Kiss me over the garden gate",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+orientale,Seed; Shoots,2,2,2,PFAF
Polygonum perfoliatum,Asiatic tearthumb,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+perfoliatum,Seed; Shoots,2,1,1,PFAF
Polygonum persicaria,"Red Leg, Spotted ladysthumb",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+persicaria,Seed; Shoots,2,1,2,PFAF
Polygonum polymorphum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+polymorphum,Seed; Shoots,2,1,0,PFAF
Polygonum polystachyum,"Himalayan Knotweed, Cultivated knotweed",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+polystachyum,Seed; Stem,2,2,0,PFAF
Polygonum pubescens,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+pubescens,Seed,1,1,0,PFAF
Polygonum rigidum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+rigidum,Seed; Shoots,2,1,0,PFAF
Polygonum rumicifolium,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+rumicifolium,Seed; Shoots,2,1,0,PFAF
Polygonum runcinatum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+runcinatum,Seed; Shoots,2,1,0,PFAF
Polygonum sachalinense,Giant Knotweed,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+sachalinense,Seed; Shoots; Stem,3,2,0,PFAF
Polygonum salicifolium,Knotweed,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+salicifolium,Salt; Seed,2,1,0,PFAF
Polygonum sibiricum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+sibiricum,Seed,1,1,0,PFAF
Polygonum taquettii,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+taquettii,Seed,1,1,0,PFAF
Polygonum thunbergii,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+thunbergii,Seed,1,1,0,PFAF
Polygonum tinctorium,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+tinctorium,Seed,1,1,2,PFAF
Polygonum truellum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+truellum,Seed,1,1,0,PFAF
Polygonum virginianum,"Jumpseed, Fleece Flower, Smartweed, Knotweed",https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+virginianum,Seed,1,1,1,PFAF
Polygonum viviparum,Alpine Bistort,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+viviparum,Root; Seed,2,3,1,PFAF
Polygonum weyrichii,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+weyrichii,Seed; Shoots,2,2,0,PFAF
Polygonum yokusaianum,,https://pfaf.org/user/Plant.aspx?LatinName=Polygonum+yokusaianum,Seed,1,1,0,PFAF
Polymnia edulis,Yacon Strawberry,https://pfaf.org/user/Plant.aspx?LatinName=Polymnia+edulis,Drink; Root; Sweetener,3,4,0,PFAF
Polypodium glycyrrhiza,Licorice Fern,https://pfaf.org/user/Plant.aspx?LatinName=Polypodium+glycyrrhiza,Root,1,1,2,PFAF
Polypodium vulgare,"Polypody, Adders Fern, Golden Maidenhair Fern, Wall Fern, Common Polypod Fern",https://pfaf.org/user/Plant.aspx?LatinName=Polypodium+vulgare,Root,1,2,3,PFAF
Polyscias fruticosa,"Ming Aralia, Chinese Ariala",https://pfaf.org/user/Plant.aspx?LatinName=Polyscias+fruticosa,Condiment; Shoots,2,2,2,PFAF
Polyscias sambucifolia,Elderberry Panax,https://pfaf.org/user/Plant.aspx?LatinName=Polyscias+sambucifolia,Gum,1,0,0,PFAF
Polystichum munitum,"Giant Holly Fern, Western swordfern",https://pfaf.org/user/Plant.aspx?LatinName=Polystichum+munitum,Root,1,1,2,PFAF
Poncirus trifoliata,"Bitter Orange, Hardy orange, Trifoliat Orange, Japanese Hardy Orange",https://pfaf.org/user/Plant.aspx?LatinName=Poncirus+trifoliata,Condiment; Fruit,2,3,2,PFAF
Pongamia pinnata,"Pongam, Karum Tree, Poonga-Oil Tree, Indian Beech",https://pfaf.org/user/Plant.aspx?LatinName=Pongamia+pinnata,Oil,1,0,3,PFAF
Pontederia cordata,Pickerel Weed,https://pfaf.org/user/Plant.aspx?LatinName=Pontederia+cordata,Seed,1,3,1,PFAF
Populus alba,White Poplar,https://pfaf.org/user/Plant.aspx?LatinName=Populus+alba,Inner bark,1,1,2,PFAF
Populus angustifolia,Narrowleaf Cottonwood,https://pfaf.org/user/Plant.aspx?LatinName=Populus+angustifolia,Gum; Inner bark; Sweetener,3,1,2,PFAF
Populus balsamifera,"Balsam Poplar, Black cottonwood",https://pfaf.org/user/Plant.aspx?LatinName=Populus+balsamifera,Flowers; Inner bark,2,1,3,PFAF
Populus deltoides,"Eastern Cottonwood, Plains cottonwood, Rio Grande cottonwood, Necklace Poplar",https://pfaf.org/user/Plant.aspx?LatinName=Populus+deltoides,Inner bark; Seed,2,2,2,PFAF
Populus deltoides monilifera,Plains Cottonwood,https://pfaf.org/user/Plant.aspx?LatinName=Populus+deltoides+monilifera,Gum; Inner bark; Shoots,3,1,2,PFAF
Populus deltoides wislizenii,Rio Grande Cottonwood,https://pfaf.org/user/Plant.aspx?LatinName=Populus+deltoides+wislizenii,Flowers; Gum; Inner bark; Seed,4,2,1,PFAF
Populus fremontii,"Cottonwood, Fremont cottonwood, Fremont Poplar, Western Cottonwood",https://pfaf.org/user/Plant.aspx?LatinName=Populus+fremontii,Flowers; Gum; Inner bark,3,1,2,PFAF
Populus grandidentata,"Canadian Aspen, Bigtooth aspen",https://pfaf.org/user/Plant.aspx?LatinName=Populus+grandidentata,Inner bark,1,1,1,PFAF
Populus hybrids,Hybrid poplar,https://pfaf.org/user/Plant.aspx?LatinName=Populus+hybrids,Inner bark; Tea,2,3,3,PFAF
Populus nigra,"Black Poplar, Lombardy poplar",https://pfaf.org/user/Plant.aspx?LatinName=Populus+nigra,Inner bark,1,1,3,PFAF
Populus sieboldii,Japanese Aspen,https://pfaf.org/user/Plant.aspx?LatinName=Populus+sieboldii,Shoots,1,1,1,PFAF
Populus tremula,"Aspen Poplar, European aspen, Aspen",https://pfaf.org/user/Plant.aspx?LatinName=Populus+tremula,Inner bark,1,1,2,PFAF
Populus tremuloides,"American Aspen - Poplar, Quaking aspen",https://pfaf.org/user/Plant.aspx?LatinName=Populus+tremuloides,Flowers; Inner bark; Sap,3,1,3,PFAF
Populus trichocarpa,"Western Balsam Poplar, Black cottonwood",https://pfaf.org/user/Plant.aspx?LatinName=Populus+trichocarpa,Flowers; Inner bark; Sap,3,1,3,PFAF
Poraqueiba sericea,Umari,https://pfaf.org/user/Plant.aspx?LatinName=Poraqueiba+sericea,Oil,1,4,0,PFAF
Portulaca grandiflora,Rose Moss,https://pfaf.org/user/Plant.aspx?LatinName=Portulaca+grandiflora,Root; Seed,2,2,2,PFAF
Portulaca oleracea,"Green Purslane, Little hogweed",https://pfaf.org/user/Plant.aspx?LatinName=Portulaca+oleracea,Salt; Seed,2,4,3,PFAF
Portulaca oleracea sativa,Golden Purslane,https://pfaf.org/user/Plant.aspx?LatinName=Portulaca+oleracea+sativa,Salt; Seed,2,4,3,PFAF
Portulaca retusa,Little hogweed,https://pfaf.org/user/Plant.aspx?LatinName=Portulaca+retusa,Seed,1,2,0,PFAF
Potamogeton crispus,Curly Pondweed,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton+crispus,Root,1,2,0,PFAF
Potamogeton cristatus,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton+cristatus,Stem,1,1,0,PFAF
Potamogeton distinctus,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton+distinctus,Stem,1,1,0,PFAF
Potamogeton natans,"Broad-Leaved Pondweed, Floating pondweed",https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton+natans,Root; Stem,2,3,1,PFAF
Potamogeton oxyphyllus,,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton+oxyphyllus,Root; Stem,2,2,0,PFAF
Potamogeton pectinatus,Fennel-Leaved Pondweed,https://pfaf.org/user/Plant.aspx?LatinName=Potamogeton+pectinatus,Root; Stem,2,3,1,PFAF
Potentilla anserina,Silverweed,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla+anserina,Root; Tea,2,3,3,PFAF
Potentilla bicolor,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla+bicolor,Root,1,1,0,PFAF
Potentilla chinensis,Chinese Cinquefoil,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla+chinensis,Shoots,1,1,1,PFAF
Potentilla discolor,,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla+discolor,Root,1,2,1,PFAF
Potentilla egedei,Pacific Silverweed,https://pfaf.org/user/Plant.aspx?LatinName=Potentilla+egedei,Root,1,2,1,PFAF
