recommended_soil,temperature,humidity,soil_moisture
sandy soil,21,83.0,4
sandy soil,20,84.0,5
sandy soil,19,85.0,6
sandy soil,18,86.0,7
sandy soil,17,87.0,8
sandy soil,16,88.0,9
sandy soil,15,89.0,10
sandy soil,14,90.0,11
sandy soil,13,91.0,12
sandy soil,24,80.0,13
sandy soil,23,81.0,14
sandy soil,22,82.0,15
sandy soil,21,83.0,16
sandy soil,20,84.0,17
sandy soil,19,85.0,18
sandy soil,18,86.0,19
sandy soil,17,87.0,20
sandy soil,16,88.0,21
sandy soil,15,89.0,22
sandy soil,14,90.0,23
sandy soil,13,91.0,24
sandy soil,24,80.0,25
sandy soil,23,81.0,26
sandy soil,22,82.0,27
sandy soil,21,83.0,28
sandy soil,20,84.0,29
sandy soil,19,85.0,30
sandy soil,18,86.0,31
sandy soil,17,87.0,32
sandy soil,16,88.0,33
sandy soil,15,89.0,34
sandy soil,14,90.0,35
sandy soil,13,91.0,36
sandy soil,24,80.0,37
sandy soil,23,81.0,38
sandy soil,22,82.0,39
sandy soil,21,83.0,40
sandy soil,20,84.0,41
sandy soil,19,85.0,42
sandy soil,18,86.0,43
sandy soil,17,87.0,44
sandy soil,16,88.0,45
sandy soil,15,89.0,46
sandy soil,14,90.0,47
sandy soil,13,91.0,48
sandy soil,24,80.0,49
sandy soil,23,81.0,50
sandy soil,22,82.0,51
sandy soil,21,83.0,52
sandy soil,20,84.0,53
sandy soil,19,85.0,54
sandy soil,18,86.0,55
sandy soil,17,87.0,56
sandy soil,16,88.0,57
sandy soil,15,89.0,58
sandy soil,14,90.0,59
sandy soil,24,80.0,1
sandy soil,23,81.0,2
sandy soil,22,82.0,3
sandy soil,21,83.0,4
sandy soil,20,84.0,5
sandy soil,19,85.0,6
sandy soil,18,86.0,7
sandy soil,17,87.0,8
sandy soil,16,88.0,9
sandy soil,15,89.0,10
sandy soil,14,90.0,11
sandy soil,13,91.0,12
sandy soil,24,80.0,13
sandy soil,23,81.0,14
sandy soil,22,82.0,15
sandy soil,21,83.0,16
sandy soil,20,84.0,17
sandy soil,19,85.0,18
sandy soil,18,86.0,19
sandy soil,17,87.0,20
sandy soil,16,88.0,21
sandy soil,15,89.0,22
sandy soil,14,90.0,23
sandy soil,13,91.0,24
sandy soil,24,80.0,25
sandy soil,23,81.0,26
sandy soil,22,82.0,27
sandy soil,21,83.0,28
sandy soil,20,84.0,29
sandy soil,19,85.0,30
sandy soil,18,86.0,31
sandy soil,17,87.0,32
sandy soil,16,88.0,33
sandy soil,15,89.0,34
sandy soil,14,90.0,35
sandy soil,13,91.0,36
sandy soil,24,80.0,37
sandy soil,23,81.0,38
sandy soil,22,82.0,39
sandy soil,21,83.0,40
sandy soil,20,84.0,41
sandy soil,19,85.0,42
sandy soil,18,86.0,43
sandy soil,17,87.0,44
sandy soil,16,88.0,45
sandy soil,15,89.0,46
sandy soil,14,90.0,47
sandy soil,13,91.0,48
sandy soil,24,80.0,49
sandy soil,24,80.0,50
sandy soil,23,81.0,51
sandy soil,22,82.0,52
sandy soil,21,83.0,53
sandy soil,20,84.0,54
sandy soil,19,85.0,55
sandy soil,18,86.0,56
sandy soil,17,87.0,57
sandy soil,16,88.0,58
sandy soil,15,89.0,59
clay soil,14,90.0,1
clay soil,13,91.0,2
clay soil,24,80.0,3
clay soil,23,81.0,4
clay soil,22,82.0,5
clay soil,21,83.0,6
clay soil,20,84.0,7
clay soil,19,85.0,8
clay soil,18,86.0,9
clay soil,17,87.0,10
clay soil,16,88.0,11
clay soil,15,89.0,12
clay soil,14,90.0,13
clay soil,13,91.0,14
clay soil,24,80.0,15
clay soil,23,81.0,16
clay soil,22,82.0,17
clay soil,21,83.0,18
clay soil,20,84.0,19
clay soil,19,85.0,20
clay soil,18,86.0,21
clay soil,17,87.0,22
clay soil,16,88.0,23
clay soil,15,89.0,24
clay soil,14,90.0,25
clay soil,13,91.0,26
clay soil,24,80.0,27
clay soil,23,81.0,28
clay soil,22,82.0,29
clay soil,21,83.0,30
clay soil,20,84.0,31
clay soil,19,85.0,32
clay soil,18,86.0,33
clay soil,17,87.0,34
clay soil,16,88.0,35
clay soil,15,89.0,36
clay soil,14,90.0,37
clay soil,13,91.0,38
clay soil,24,80.0,39
clay soil,23,81.0,40
clay soil,22,82.0,41
clay soil,21,83.0,42
clay soil,20,84.0,43
clay soil,19,85.0,44
clay soil,18,86.0,45
clay soil,17,87.0,46
clay soil,16,88.0,47
clay soil,15,89.0,48
clay soil,14,90.0,49
clay soil,13,91.0,50
clay soil,24,80.0,51
clay soil,23,81.0,52
clay soil,22,82.0,53
clay soil,21,83.0,54
clay soil,20,84.0,55
clay soil,19,85.0,56
clay soil,18,86.0,57
clay soil,17,87.0,58
clay soil,16,88.0,59
clay soil,15,89.0,60
clay soil,14,90.0,61
clay soil,13,91.0,62
clay soil,24,80.0,63
clay soil,23,81.0,64
clay soil,22,82.0,65
clay soil,21,83.0,66
clay soil,20,84.0,67
clay soil,19,85.0,68
clay soil,18,86.0,69
clay soil,24,80.0,70
clay soil,23,81.0,71
clay soil,22,82.0,72
clay soil,21,83.0,73
clay soil,20,84.0,74
clay soil,19,85.0,75
clay soil,18,86.0,76
clay soil,17,87.0,77
clay soil,16,88.0,78
clay soil,15,89.0,79
clay soil,14,90.0,1
clay soil,13,91.0,2
clay soil,24,80.0,3
clay soil,23,81.0,4
clay soil,22,82.0,5
clay soil,21,83.0,6
clay soil,20,84.0,7
clay soil,19,85.0,8
clay soil,18,86.0,9
clay soil,17,87.0,10
clay soil,16,88.0,11
clay soil,15,89.0,12
clay soil,14,90.0,13
clay soil,13,91.0,14
clay soil,24,80.0,15
clay soil,23,81.0,16
clay soil,22,82.0,17
clay soil,21,83.0,18
clay soil,20,84.0,19
clay soil,19,85.0,20
clay soil,18,86.0,21
clay soil,17,87.0,22
clay soil,16,88.0,23
clay soil,15,89.0,24
clay soil,14,90.0,25
clay soil,13,91.0,26
clay soil,24,80.0,27
clay soil,23,81.0,28
clay soil,22,82.0,29
clay soil,21,83.0,30
clay soil,20,84.0,31
clay soil,19,85.0,32
clay soil,18,86.0,33
clay soil,17,87.0,34
clay soil,16,88.0,35
clay soil,15,89.0,36
clay soil,14,90.0,37
clay soil,13,91.0,38
clay soil,24,80.0,39
clay soil,23,81.0,40
clay soil,22,82.0,41
clay soil,21,83.0,42
clay soil,20,84.0,43
clay soil,19,85.0,44
clay soil,18,86.0,45
clay soil,17,87.0,46
clay soil,16,88.0,47
clay soil,15,89.0,48
clay soil,14,90.0,49
clay soil,13,91.0,50
clay soil,24,80.0,51
clay soil,23,81.0,52
clay soil,22,82.0,53
clay soil,21,83.0,54
clay soil,20,84.0,55
clay soil,19,85.0,56
clay soil,18,86.0,57
clay soil,17,87.0,58
clay soil,16,88.0,59
clay soil,24,80.0,60
clay soil,23,81.0,61
clay soil,22,82.0,62
clay soil,21,83.0,63
clay soil,20,84.0,64
clay soil,19,85.0,65
clay soil,18,86.0,66
clay soil,17,87.0,67
clay soil,16,88.0,68
clay soil,15,89.0,69
clay soil,14,90.0,1
clay soil,13,91.0,2
clay soil,24,80.0,3
clay soil,23,81.0,4
clay soil,22,82.0,5
clay soil,21,83.0,6
clay soil,20,84.0,7
clay soil,19,85.0,8
clay soil,18,86.0,9
clay soil,17,87.0,10
clay soil,16,88.0,11
clay soil,15,89.0,12
clay soil,14,90.0,13
clay soil,13,91.0,14
clay soil,24,80.0,15
clay soil,23,81.0,16
clay soil,22,82.0,17
clay soil,21,83.0,18
clay soil,20,84.0,19
clay soil,19,85.0,20
clay soil,18,86.0,21
clay soil,17,87.0,22
clay soil,16,88.0,23
clay soil,15,89.0,24
clay soil,14,90.0,25
clay soil,13,91.0,26
clay soil,24,80.0,27
clay soil,23,81.0,28
clay soil,22,82.0,29
clay soil,21,83.0,30
clay soil,20,84.0,31
clay soil,19,85.0,32
clay soil,18,86.0,33
clay soil,17,87.0,34
clay soil,16,88.0,35
clay soil,15,89.0,36
clay soil,14,90.0,37
clay soil,13,91.0,38
clay soil,24,80.0,39
clay soil,23,81.0,40
clay soil,22,82.0,41
clay soil,21,83.0,42
clay soil,20,84.0,43
clay soil,19,85.0,44
clay soil,18,86.0,45
clay soil,17,87.0,46
clay soil,16,88.0,47
clay soil,15,89.0,48
clay soil,14,90.0,49
clay soil,24,80.0,50
clay soil,23,81.0,51
clay soil,22,82.0,52
clay soil,21,83.0,53
clay soil,20,84.0,54
clay soil,19,85.0,55
clay soil,18,86.0,56
clay soil,17,87.0,57
clay soil,16,88.0,58
clay soil,15,89.0,59
clay soil,14,90.0,1
clay soil,13,91.0,2
clay soil,24,80.0,3
clay soil,23,81.0,4
clay soil,22,82.0,5
clay soil,21,83.0,6
clay soil,20,84.0,7
clay soil,19,85.0,8
clay soil,18,86.0,9
clay soil,17,87.0,10
clay soil,16,88.0,11
clay soil,15,89.0,12
clay soil,14,90.0,13
clay soil,13,91.0,14
clay soil,24,80.0,15
clay soil,23,81.0,16
clay soil,22,82.0,17
clay soil,21,83.0,18
clay soil,20,84.0,19
clay soil,19,85.0,20
clay soil,18,86.0,21
clay soil,17,87.0,22
clay soil,16,88.0,23
clay soil,15,89.0,24
clay soil,14,90.0,25
clay soil,13,91.0,26
clay soil,24,80.0,27
clay soil,23,81.0,28
clay soil,22,82.0,29
clay soil,21,83.0,30
clay soil,20,84.0,31
clay soil,19,85.0,32
clay soil,18,86.0,33
clay soil,17,87.0,34
clay soil,16,88.0,35
clay soil,15,89.0,36
clay soil,14,90.0,37
clay soil,13,91.0,38
clay soil,24,80.0,39
clay soil,23,81.0,40
clay soil,22,82.0,41
clay soil,21,83.0,42
clay soil,20,84.0,43
clay soil,19,85.0,44
clay soil,18,86.0,45
clay soil,17,87.0,46
clay soil,16,88.0,47
clay soil,15,89.0,48
clay soil,14,90.0,49
clay soil,24,80.0,50
clay soil,23,81.0,51
clay soil,22,82.0,52
clay soil,21,83.0,53
clay soil,20,84.0,54
clay soil,19,85.0,55
clay soil,18,86.0,56
clay soil,17,87.0,57
clay soil,16,88.0,58
clay soil,15,89.0,59
clay soil,24,80.0,60
clay soil,23,81.0,61
clay soil,22,82.0,62
clay soil,21,83.0,63
clay soil,20,84.0,64
clay soil,19,85.0,65
clay soil,18,86.0,66
clay soil,17,87.0,67
clay soil,16,88.0,68
clay soil,15,89.0,69
clay soil,14,90.0,1
clay soil,13,91.0,2
clay soil,24,80.0,3
clay soil,23,81.0,4
clay soil,22,82.0,5
clay soil,21,83.0,6
clay soil,20,84.0,7
clay soil,19,85.0,8
clay soil,18,86.0,9
clay soil,17,87.0,10
clay soil,16,88.0,11
clay soil,15,89.0,12
clay soil,14,90.0,13
clay soil,13,91.0,14
clay soil,24,80.0,15
clay soil,23,81.0,16
clay soil,22,82.0,17
clay soil,21,83.0,18
clay soil,20,84.0,19
clay soil,19,85.0,20
clay soil,18,86.0,21
clay soil,17,87.0,22
clay soil,16,88.0,23
clay soil,15,89.0,24
clay soil,14,90.0,25
clay soil,13,91.0,26
clay soil,24,80.0,27
clay soil,23,81.0,28
clay soil,22,82.0,29
clay soil,21,83.0,30
clay soil,20,84.0,31
clay soil,19,85.0,32
clay soil,18,86.0,33
clay soil,17,87.0,34
clay soil,16,88.0,35
clay soil,15,89.0,36
clay soil,14,90.0,37
clay soil,13,91.0,38
clay soil,24,80.0,39
loam soil,24,80.0,1
loam soil,23,81.0,2
loam soil,22,82.0,3
loam soil,21,83.0,4
loam soil,20,84.0,5
loam soil,19,85.0,6
loam soil,18,86.0,7
loam soil,17,87.0,8
loam soil,16,88.0,9
loam soil,15,89.0,10
loam soil,14,90.0,11
loam soil,13,91.0,12
loam soil,24,80.0,13
loam soil,23,81.0,14
loam soil,22,82.0,15
loam soil,21,83.0,16
loam soil,20,84.0,17
loam soil,19,85.0,18
loam soil,18,86.0,19
loam soil,17,87.0,20
loam soil,16,88.0,21
loam soil,15,89.0,22
loam soil,14,90.0,23
loam soil,13,91.0,24
loam soil,24,80.0,25
loam soil,23,81.0,26
loam soil,22,82.0,27
loam soil,21,83.0,28
loam soil,20,84.0,29
loam soil,19,85.0,30
loam soil,18,86.0,31
loam soil,17,87.0,32
loam soil,16,88.0,33
loam soil,15,89.0,34
loam soil,14,90.0,35
loam soil,13,91.0,36
loam soil,24,80.0,37
loam soil,23,81.0,38
loam soil,22,82.0,39
loam soil,21,83.0,40
loam soil,20,84.0,41
loam soil,19,85.0,42
loam soil,18,86.0,43
loam soil,17,87.0,44
loam soil,16,88.0,45
loam soil,15,89.0,46
loam soil,14,90.0,47
loam soil,13,91.0,48
loam soil,24,80.0,49
loam soil,23,81.0,50
loam soil,22,82.0,51
loam soil,21,83.0,52
loam soil,20,84.0,53
loam soil,19,85.0,54
loam soil,18,86.0,55
loam soil,17,87.0,56
loam soil,16,88.0,57
loam soil,15,89.0,58
loam soil,14,90.0,59
loam soil,13,91.0,60
loam soil,24,80.0,61
loam soil,23,81.0,62
loam soil,22,82.0,63
loam soil,21,83.0,64
loam soil,20,84.0,65
loam soil,19,85.0,66
loam soil,18,86.0,67
loam soil,17,87.0,68
loam soil,16,88.0,69
loam soil,15,89.0,1
loam soil,14,90.0,2
loam soil,13,91.0,3
loam soil,24,80.0,4
loam soil,23,81.0,5
loam soil,22,82.0,6
loam soil,21,83.0,7
loam soil,20,84.0,8
loam soil,19,85.0,9
loam soil,18,86.0,10
loam soil,24,80.0,11
loam soil,23,81.0,12
loam soil,22,82.0,13
loam soil,21,83.0,14
loam soil,20,84.0,15
loam soil,19,85.0,16
loam soil,18,86.0,17
loam soil,17,87.0,18
loam soil,16,88.0,19
loam soil,15,89.0,20
loam soil,14,90.0,21
loam soil,13,91.0,22
loam soil,24,80.0,23
loam soil,23,81.0,24
loam soil,22,82.0,25
loam soil,21,83.0,26
loam soil,20,84.0,27
loam soil,19,85.0,28
loam soil,18,86.0,29
loam soil,17,87.0,30
loam soil,16,88.0,31
loam soil,15,89.0,32
loam soil,14,90.0,33
loam soil,13,91.0,34
loam soil,24,80.0,35
loam soil,23,81.0,36
loam soil,22,82.0,37
loam soil,21,83.0,38
loam soil,20,84.0,39
loam soil,19,85.0,40
loam soil,18,86.0,41
loam soil,17,87.0,42
loam soil,16,88.0,43
loam soil,15,89.0,44
loam soil,14,90.0,45
loam soil,13,91.0,46
loam soil,24,80.0,47
loam soil,23,81.0,48
loam soil,22,82.0,49
loam soil,21,83.0,50
loam soil,20,84.0,51
loam soil,19,85.0,52
loam soil,18,86.0,53
loam soil,17,87.0,54
loam soil,16,88.0,55
loam soil,15,89.0,56
loam soil,14,90.0,57
loam soil,13,91.0,58
loam soil,24,80.0,59
loam soil,23,81.0,1
loam soil,22,82.0,2
loam soil,21,83.0,3
loam soil,20,84.0,4
loam soil,19,85.0,5
loam soil,18,86.0,6
loam soil,17,87.0,7
loam soil,16,88.0,8
loam soil,15,89.0,9
loam soil,14,90.0,10
loam soil,13,91.0,11
loam soil,24,80.0,12
loam soil,23,81.0,13
loam soil,22,82.0,14
loam soil,21,83.0,15
loam soil,20,84.0,16
loam soil,19,85.0,17
loam soil,18,86.0,18
loam soil,17,87.0,19
loam soil,16,88.0,20
loam soil,24,80.0,21
loam soil,23,81.0,22
loam soil,22,82.0,23
loam soil,21,83.0,24
loam soil,20,84.0,25
loam soil,19,85.0,26
loam soil,18,86.0,27
loam soil,17,87.0,28
loam soil,16,88.0,29
loam soil,15,89.0,30
loam soil,14,90.0,31
loam soil,13,91.0,32
loam soil,24,80.0,33
loam soil,23,81.0,34
loam soil,22,82.0,35
loam soil,21,83.0,36
loam soil,20,84.0,37
loam soil,19,85.0,38
loam soil,18,86.0,39
loam soil,17,87.0,40
loam soil,16,88.0,41
loam soil,15,89.0,42
loam soil,14,90.0,43
loam soil,13,91.0,44
loam soil,24,80.0,45
loam soil,23,81.0,46
loam soil,22,82.0,47
loam soil,21,83.0,48
loam soil,20,84.0,49
loam soil,19,85.0,1
loam soil,18,86.0,2
loam soil,17,87.0,3
loam soil,16,88.0,4
loam soil,15,89.0,5
loam soil,14,90.0,6
loam soil,13,91.0,7
loam soil,24,80.0,8
loam soil,23,81.0,9
loam soil,22,82.0,10
loam soil,21,83.0,11
loam soil,20,84.0,12
loam soil,19,85.0,13
loam soil,18,86.0,14
loam soil,17,87.0,15
loam soil,16,88.0,16
loam soil,15,89.0,17
loam soil,14,90.0,18
loam soil,13,91.0,19
loam soil,24,80.0,20
loam soil,23,81.0,21
loam soil,22,82.0,22
loam soil,21,83.0,23
loam soil,20,84.0,24
loam soil,19,85.0,25
loam soil,18,86.0,26
loam soil,17,87.0,27
loam soil,16,88.0,28
loam soil,15,89.0,29
loam soil,14,90.0,30
loam soil,24,80.0,31
loam soil,23,81.0,32
loam soil,22,82.0,33
loam soil,21,83.0,34
loam soil,20,84.0,35
loam soil,19,85.0,36
loam soil,18,86.0,37
loam soil,17,87.0,38
loam soil,16,88.0,39
loam soil,15,89.0,40
loam soil,14,90.0,41
loam soil,13,91.0,42
loam soil,24,80.0,43
loam soil,23,81.0,44
loam soil,22,82.0,45
loam soil,21,83.0,46
loam soil,20,84.0,47
loam soil,19,85.0,48
loam soil,18,86.0,49
loam soil,17,87.0,50
loam soil,16,88.0,51
loam soil,15,89.0,52
loam soil,14,90.0,53
loam soil,13,91.0,54
loam soil,24,80.0,55
loam soil,23,81.0,56
loam soil,22,82.0,57
loam soil,21,83.0,58
loam soil,20,84.0,59
loam soil,19,85.0,1
loam soil,18,86.0,2
loam soil,17,87.0,3
loam soil,16,88.0,4
loam soil,15,89.0,5
loam soil,14,90.0,6
loam soil,13,91.0,7
loam soil,24,80.0,8
loam soil,23,81.0,9
loam soil,22,82.0,10
loam soil,21,83.0,11
loam soil,20,84.0,12
loam soil,19,85.0,13
loam soil,18,86.0,14
loam soil,17,87.0,15
loam soil,16,88.0,16
loam soil,15,89.0,17
loam soil,14,90.0,18
loam soil,13,91.0,19
loam soil,24,80.0,20
loam soil,23,81.0,21
loam soil,22,82.0,22
loam soil,21,83.0,23
loam soil,20,84.0,24
loam soil,19,85.0,25
loam soil,18,86.0,26
loam soil,17,87.0,27
loam soil,16,88.0,28
loam soil,15,89.0,29
loam soil,14,90.0,30
loam soil,24,80.0,31
loam soil,23,81.0,32
loam soil,22,82.0,33
loam soil,21,83.0,34
loam soil,20,84.0,35
loam soil,19,85.0,36
loam soil,18,86.0,37
loam soil,17,87.0,38
loam soil,16,88.0,39
loam soil,15,89.0,40
loam soil,24,80.0,41
loam soil,23,81.0,42
loam soil,22,82.0,43
loam soil,21,83.0,44
loam soil,20,84.0,45
loam soil,19,85.0,46
loam soil,18,86.0,47
loam soil,17,87.0,48
loam soil,16,88.0,49
red soil,15,89.0,1
red soil,14,90.0,2
red soil,13,91.0,3
red soil,24,80.0,4
red soil,23,81.0,5
red soil,22,82.0,6
red soil,21,83.0,7
red soil,20,84.0,8
red soil,19,85.0,9
red soil,18,86.0,10
red soil,17,87.0,11
red soil,16,88.0,12
red soil,15,89.0,13
red soil,14,90.0,14
red soil,13,91.0,15
red soil,24,80.0,16
red soil,23,81.0,17
red soil,22,82.0,18
red soil,21,83.0,19
red soil,20,84.0,20
red soil,19,85.0,21
red soil,18,86.0,22
red soil,17,87.0,23
red soil,16,88.0,24
red soil,15,89.0,25
red soil,14,90.0,26
red soil,13,91.0,27
red soil,24,80.0,28
red soil,23,81.0,29
red soil,22,82.0,30
red soil,21,83.0,31
red soil,20,84.0,32
red soil,19,85.0,33
red soil,18,86.0,34
red soil,17,87.0,35
red soil,16,88.0,36
red soil,15,89.0,37
red soil,14,90.0,38
red soil,13,91.0,39
red soil,24,80.0,40
red soil,24,80.0,41
red soil,23,81.0,42
red soil,22,82.0,43
red soil,21,83.0,44
red soil,20,84.0,45
red soil,19,85.0,46
red soil,18,86.0,47
red soil,17,87.0,48
red soil,16,88.0,49
red soil,15,89.0,50
red soil,14,90.0,51
red soil,13,91.0,52
red soil,24,80.0,53
red soil,23,81.0,54
red soil,22,82.0,55
red soil,21,83.0,56
red soil,20,84.0,57
red soil,19,85.0,58
red soil,18,86.0,59
red soil,17,87.0,60
red soil,16,88.0,61
red soil,15,89.0,62
red soil,14,90.0,63
red soil,13,91.0,64
red soil,24,80.0,65
red soil,23,81.0,66
red soil,22,82.0,67
red soil,21,83.0,68
red soil,20,84.0,69
red soil,19,85.0,70
red soil,18,86.0,71
red soil,17,87.0,72
red soil,16,88.0,73
red soil,15,89.0,74
red soil,14,90.0,75
red soil,13,91.0,76
red soil,24,80.0,77
red soil,23,81.0,78
red soil,22,82.0,79
red soil,21,83.0,1
red soil,20,84.0,2
red soil,19,85.0,3
red soil,18,86.0,4
red soil,17,87.0,5
red soil,16,88.0,6
red soil,15,89.0,7
red soil,14,90.0,8
red soil,13,91.0,9
red soil,24,80.0,10
red soil,23,81.0,11
red soil,22,82.0,12
red soil,21,83.0,13
red soil,20,84.0,14
red soil,19,85.0,15
red soil,18,86.0,16
red soil,17,87.0,17
red soil,16,88.0,18
red soil,15,89.0,19
red soil,14,90.0,20
red soil,13,91.0,21
red soil,24,80.0,22
red soil,23,81.0,23
red soil,22,82.0,24
red soil,21,83.0,25
red soil,20,84.0,26
red soil,19,85.0,27
red soil,18,86.0,28
red soil,17,87.0,29
red soil,16,88.0,30
red soil,15,89.0,31
red soil,14,90.0,32
red soil,13,91.0,33
red soil,24,80.0,34
red soil,23,81.0,35
red soil,22,82.0,36
red soil,21,83.0,37
red soil,20,84.0,38
red soil,19,85.0,39
red soil,18,86.0,40
red soil,24,80.0,41
red soil,23,81.0,42
red soil,22,82.0,43
red soil,21,83.0,44
red soil,20,84.0,45
red soil,19,85.0,46
red soil,18,86.0,47
red soil,17,87.0,48
red soil,16,88.0,49
red soil,15,89.0,50
red soil,14,90.0,51
red soil,13,91.0,52
red soil,24,80.0,53
red soil,23,81.0,54
red soil,22,82.0,55
red soil,21,83.0,56
red soil,20,84.0,57
red soil,19,85.0,58
red soil,18,86.0,59
red soil,17,87.0,60
red soil,16,88.0,61
red soil,15,89.0,62
red soil,14,90.0,63
red soil,13,91.0,64
red soil,24,80.0,65
red soil,23,81.0,66
red soil,22,82.0,67
red soil,21,83.0,68
red soil,20,84.0,69
red soil,19,85.0,1
red soil,18,86.0,2
red soil,17,87.0,3
red soil,16,88.0,4
red soil,15,89.0,5
red soil,14,90.0,6
red soil,13,91.0,7
red soil,24,80.0,8
red soil,23,81.0,9
red soil,22,82.0,10
red soil,21,83.0,11
red soil,20,84.0,12
red soil,19,85.0,13
red soil,18,86.0,14
red soil,17,87.0,15
red soil,16,88.0,16
red soil,15,89.0,17
red soil,14,90.0,18
red soil,13,91.0,19
red soil,24,80.0,20
red soil,23,81.0,21
red soil,22,82.0,22
red soil,21,83.0,23
red soil,20,84.0,24
red soil,19,85.0,25
red soil,18,86.0,26
red soil,17,87.0,27
red soil,16,88.0,28
red soil,15,89.0,29
red soil,14,90.0,30
red soil,13,91.0,31
red soil,24,80.0,32
red soil,23,81.0,33
red soil,22,82.0,34
red soil,21,83.0,35
red soil,20,84.0,36
red soil,19,85.0,37
red soil,18,86.0,38
red soil,17,87.0,39
red soil,16,88.0,40
red soil,24,80.0,41
red soil,23,81.0,42
red soil,22,82.0,43
red soil,21,83.0,44
red soil,20,84.0,45
red soil,19,85.0,46
red soil,18,86.0,47
red soil,17,87.0,48
red soil,16,88.0,49
red soil,15,89.0,50
red soil,14,90.0,51
red soil,13,91.0,52
red soil,24,80.0,53
red soil,23,81.0,54
red soil,22,82.0,55
red soil,21,83.0,56
red soil,20,84.0,57
red soil,19,85.0,58
red soil,18,86.0,59
red soil,17,87.0,1
red soil,16,88.0,2
red soil,15,89.0,3
red soil,14,90.0,4
red soil,13,91.0,5
red soil,24,80.0,6
red soil,23,81.0,7
red soil,22,82.0,8
red soil,21,83.0,9
red soil,20,84.0,10
red soil,19,85.0,11
red soil,18,86.0,12
red soil,17,87.0,13
red soil,16,88.0,14
red soil,15,89.0,15
red soil,14,90.0,16
red soil,13,91.0,17
red soil,24,80.0,18
red soil,23,81.0,19
red soil,22,82.0,20
red soil,21,83.0,21
red soil,20,84.0,22
red soil,19,85.0,23
red soil,18,86.0,24
red soil,17,87.0,25
red soil,16,88.0,26
red soil,15,89.0,27
red soil,14,90.0,28
red soil,13,91.0,29
red soil,24,80.0,30
red soil,23,81.0,31
red soil,22,82.0,32
red soil,21,83.0,33
red soil,20,84.0,34
red soil,19,85.0,35
red soil,18,86.0,36
red soil,17,87.0,37
red soil,16,88.0,38
red soil,15,89.0,39
red soil,14,90.0,40
red soil,24,80.0,41
red soil,23,81.0,42
red soil,22,82.0,43
red soil,21,83.0,44
red soil,20,84.0,45
red soil,19,85.0,46
red soil,18,86.0,47
red soil,17,87.0,48
red soil,16,88.0,49
red soil,15,89.0,50
red soil,14,90.0,51
red soil,13,91.0,52
red soil,24,80.0,53
red soil,23,81.0,54
red soil,22,82.0,55
red soil,21,83.0,56
red soil,20,84.0,57
red soil,19,85.0,58
red soil,18,86.0,59
red soil,17,87.0,60
red soil,16,88.0,61
red soil,15,89.0,62
red soil,14,90.0,63
red soil,13,91.0,64
red soil,24,80.0,65
red soil,23,81.0,66
red soil,22,82.0,67
red soil,21,83.0,68
red soil,20,84.0,69
red soil,19,85.0,1
red soil,18,86.0,2
red soil,17,87.0,3
red soil,16,88.0,4
red soil,15,89.0,5
red soil,14,90.0,6
red soil,13,91.0,7
red soil,24,80.0,8
red soil,23,81.0,9
red soil,22,82.0,10
red soil,21,83.0,11
red soil,20,84.0,12
red soil,19,85.0,13
red soil,18,86.0,14
red soil,17,87.0,15
red soil,16,88.0,16
red soil,15,89.0,17
red soil,14,90.0,18
red soil,13,91.0,19
red soil,24,80.0,20
red soil,23,81.0,21
red soil,22,82.0,22
red soil,21,83.0,23
red soil,20,84.0,24
red soil,19,85.0,25
red soil,18,86.0,26
red soil,17,87.0,27
red soil,16,88.0,28
red soil,15,89.0,29
red soil,14,90.0,30
red soil,24,80.0,31
red soil,23,81.0,32
red soil,22,82.0,33
red soil,21,83.0,34
red soil,20,84.0,35
red soil,19,85.0,36
red soil,18,86.0,37
red soil,17,87.0,38
red soil,16,88.0,39
red soil,15,89.0,40
red soil,24,80.0,41
red soil,23,81.0,42
red soil,22,82.0,43
red soil,21,83.0,44
red soil,20,84.0,45
red soil,19,85.0,46
red soil,18,86.0,47
red soil,17,87.0,48
red soil,16,88.0,49
red soil,15,89.0,50
red soil,14,90.0,51
red soil,13,91.0,52
red soil,24,80.0,53
red soil,23,81.0,54
red soil,22,82.0,55
red soil,21,83.0,56
red soil,20,84.0,57
red soil,19,85.0,58
red soil,18,86.0,59
clay soil,17,87.0,1
clay soil,16,88.0,2
clay soil,15,89.0,3
clay soil,14,90.0,4
clay soil,13,91.0,5
clay soil,24,80.0,6
clay soil,23,81.0,7
clay soil,22,82.0,8
clay soil,21,83.0,9
clay soil,20,84.0,10
clay soil,19,85.0,11
clay soil,18,86.0,12
clay soil,17,87.0,13
clay soil,16,88.0,14
clay soil,15,89.0,15
clay soil,14,90.0,16
clay soil,13,91.0,17
clay soil,24,80.0,18
clay soil,23,81.0,19
clay soil,22,82.0,20
clay soil,21,83.0,21
clay soil,20,84.0,22
clay soil,19,85.0,23
clay soil,18,86.0,24
clay soil,17,87.0,25
clay soil,16,88.0,26
clay soil,15,89.0,27
clay soil,14,90.0,28
clay soil,13,91.0,29
clay soil,24,80.0,30
clay soil,24,80.0,31
clay soil,23,81.0,32
clay soil,22,82.0,33
clay soil,21,83.0,34
clay soil,20,84.0,35
clay soil,19,85.0,36
clay soil,18,86.0,37
clay soil,17,87.0,38
clay soil,16,88.0,39
clay soil,15,89.0,40
clay soil,14,90.0,41
clay soil,13,91.0,42
